user_id,timestamp,event_type
AAE0190,2010-07-14 18:13:00,logon
AAE0190,2010-07-15 08:21:00,logon
AAE0190,2010-07-15 18:12:00,logon
AAE0190,2010-07-16 08:21:00,logon
AAE0190,2010-07-16 18:10:00,logon
AAE0190,2010-07-19 08:20:00,logon
AAE0190,2010-07-19 18:15:00,logon
AAE0190,2010-07-20 08:15:00,logon
AAE0190,2010-07-20 18:27:00,logon
AAE0190,2010-07-21 08:23:00,logon
AAE0190,2010-07-21 18:07:00,logon
AAE0190,2010-07-22 08:12:00,logon
AAE0190,2010-07-22 18:28:00,logon
AAE0190,2010-07-23 08:21:00,logon
AAE0190,2010-07-23 18:16:00,logon
AAE0190,2010-07-26 08:16:00,logon
AAE0190,2010-07-26 18:12:00,logon
AAE0190,2010-07-27 08:18:00,logon
AAE0190,2010-07-27 18:11:00,logon
AAE0190,2010-07-28 08:22:00,logon
AAE0190,2010-07-28 18:13:00,logon
AAE0190,2010-07-29 08:04:00,logon
AAE0190,2010-07-29 18:28:00,logon
AAE0190,2010-07-30 08:18:00,logon
AAE0190,2010-07-30 18:12:00,logon
AAE0190,2010-08-02 08:11:00,logon
AAE0190,2010-08-02 18:18:00,logon
AAE0190,2010-08-03 08:20:00,logon
AAE0190,2010-08-03 18:14:00,logon
AAE0190,2010-08-04 08:13:00,logon
AAE0190,2010-08-04 18:29:00,logon
AAE0190,2010-08-05 08:21:00,logon
AAE0190,2010-08-05 18:09:00,logon
AAE0190,2010-08-06 08:18:00,logon
AAE0190,2010-08-06 18:08:00,logon
AAE0190,2010-08-09 08:19:00,logon
AAE0190,2010-08-09 18:29:00,logon
AAE0190,2010-08-10 08:16:00,logon
AAE0190,2010-08-10 18:17:00,logon
AAE0190,2010-08-11 08:15:00,logon
AAE0190,2010-08-11 18:07:00,logon
AAE0190,2010-08-12 08:11:00,logon
AAE0190,2010-08-12 18:29:00,logon
AAE0190,2010-08-13 08:23:00,logon
AAE0190,2010-08-13 18:12:00,logon
AAE0190,2010-08-16 08:18:00,logon
AAE0190,2010-08-16 18:28:00,logon
AAE0190,2010-08-17 08:19:00,logon
AAE0190,2010-08-17 18:13:00,logon
AAE0190,2010-08-18 08:14:00,logon
AAE0190,2010-08-18 18:28:00,logon
AAE0190,2010-08-19 08:09:00,logon
AAE0190,2010-08-19 18:15:00,logon
AAE0190,2010-08-20 08:16:00,logon
AAE0190,2010-08-20 18:12:00,logon
AAE0190,2010-08-23 08:07:00,logon
AAE0190,2010-08-23 18:26:00,logon
AAE0190,2010-08-24 08:19:00,logon
AAE0190,2010-08-24 18:13:00,logon
AAE0190,2010-08-25 08:20:00,logon
AAE0190,2010-08-25 18:12:00,logon
AAE0190,2010-08-26 08:15:00,logon
AAE0190,2010-08-26 18:12:00,logon
AAE0190,2010-08-27 08:16:00,logon
AAE0190,2010-08-27 18:12:00,logon
AAE0190,2010-08-30 08:23:00,logon
AAE0190,2010-08-30 18:11:00,logon
AAE0190,2010-08-31 08:15:00,logon
AAE0190,2010-08-31 18:08:00,logon
AAE0190,2010-09-01 08:15:00,logon
AAE0190,2010-09-01 18:14:00,logon
AAE0190,2010-09-02 08:11:00,logon
AAE0190,2010-09-02 18:14:00,logon
AAE0190,2010-09-03 08:19:00,logon
AAE0190,2010-09-03 18:09:00,logon
AAE0190,2010-09-07 08:04:00,logon
AAE0190,2010-09-07 18:18:00,logon
AAE0190,2010-09-08 08:22:00,logon
AAE0190,2010-09-08 18:12:00,logon
AAE0190,2010-09-09 08:00:00,logon
AAE0190,2010-09-09 18:14:00,logon
AAE0190,2010-09-10 08:18:00,logon
AAE0190,2010-09-10 18:09:00,logon
AAE0190,2010-09-13 08:11:00,logon
AAE0190,2010-09-13 18:20:00,logon
AAE0190,2010-09-14 08:02:00,logon
AAE0190,2010-09-14 18:23:00,logon
AAE0190,2010-09-15 08:09:00,logon
AAE0190,2010-09-15 18:23:00,logon
AAE0190,2010-09-16 08:18:00,logon
AAE0190,2010-09-16 18:18:00,logon
AAE0190,2010-09-17 08:17:00,logon
AAE0190,2010-09-17 18:14:00,logon
AAE0190,2010-09-20 08:05:00,logon
AAE0190,2010-09-20 18:30:00,logon
AAE0190,2010-09-21 08:06:00,logon
AAE0190,2010-09-21 18:27:00,logon
AAE0190,2010-09-22 08:21:00,logon
AAE0190,2010-09-22 18:10:00,logon
AAE0190,2010-09-23 08:16:00,logon
AAE0190,2010-09-23 18:11:00,logon
AAE0190,2010-09-24 08:16:00,logon
AAE0190,2010-09-24 18:14:00,logon
AAE0190,2010-09-27 08:04:00,logon
AAE0190,2010-09-27 18:30:00,logon
AAE0190,2010-09-28 08:04:00,logon
AAE0190,2010-09-28 18:26:00,logon
AAE0190,2010-09-29 08:03:00,logon
AAE0190,2010-09-29 18:17:00,logon
AAE0190,2010-09-30 08:15:00,logon
AAE0190,2010-09-30 18:20:00,logon
AAE0190,2010-10-01 08:15:00,logon
AAE0190,2010-10-01 18:28:00,logon
AAE0190,2010-10-04 08:02:00,logon
AAE0190,2010-10-04 18:24:00,logon
AAE0190,2010-10-05 08:09:00,logon
AAE0190,2010-10-05 18:24:00,logon
AAE0190,2010-10-06 08:15:00,logon
AAE0190,2010-10-06 18:15:00,logon
AAE0190,2010-10-07 08:07:00,logon
AAE0190,2010-10-07 18:17:00,logon
AAE0190,2010-10-08 08:19:00,logon
AAE0190,2010-10-08 18:14:00,logon
AAE0190,2010-10-11 08:17:00,logon
AAE0190,2010-10-11 18:08:00,logon
AAE0190,2010-10-12 08:16:00,logon
AAE0190,2010-10-12 18:07:00,logon
AAE0190,2010-10-13 08:11:00,logon
AAE0190,2010-10-13 18:22:00,logon
AAE0190,2010-10-14 08:11:00,logon
AAE0190,2010-10-14 18:17:00,logon
AAE0190,2010-10-15 08:20:00,logon
AAE0190,2010-10-15 18:09:00,logon
AAE0190,2010-10-18 08:02:00,logon
AAE0190,2010-10-18 18:19:00,logon
AAE0190,2010-10-19 08:13:00,logon
AAE0190,2010-10-19 18:19:00,logon
AAE0190,2010-10-20 08:05:00,logon
AAE0190,2010-10-20 18:14:00,logon
AAE0190,2010-10-21 08:03:00,logon
AAE0190,2010-10-21 18:13:00,logon
AAE0190,2010-10-22 08:17:00,logon
AAE0190,2010-10-22 18:09:00,logon
AAE0190,2010-10-25 08:23:00,logon
AAE0190,2010-10-25 18:15:00,logon
AAE0190,2010-10-26 08:09:00,logon
AAE0190,2010-10-26 18:20:00,logon
AAE0190,2010-10-27 08:10:00,logon
AAE0190,2010-10-27 18:08:00,logon
AAE0190,2010-10-28 08:14:00,logon
AAE0190,2010-10-28 18:24:00,logon
AAE0190,2010-10-29 08:06:00,logon
AAE0190,2010-10-29 18:09:00,logon
AAE0190,2010-11-01 08:20:00,logon
AAE0190,2010-11-01 18:12:00,logon
AAE0190,2010-11-02 08:15:00,logon
AAE0190,2010-11-02 18:18:00,logon
AAE0190,2010-11-03 08:01:00,logon
AAE0190,2010-11-03 18:18:00,logon
AAE0190,2010-11-04 08:17:00,logon
AAE0190,2010-11-04 18:11:00,logon
AAE0190,2010-11-05 08:04:00,logon
AAE0190,2010-11-05 18:15:00,logon
AAE0190,2010-11-08 08:11:00,logon
AAE0190,2010-11-08 18:23:00,logon
AAE0190,2010-11-09 08:18:00,logon
AAE0190,2010-11-09 18:13:00,logon
AAE0190,2010-11-10 08:08:00,logon
AAE0190,2010-11-10 18:24:00,logon
AAE0190,2010-11-11 08:10:00,logon
AAE0190,2010-11-11 18:26:00,logon
AAE0190,2010-11-12 08:21:00,logon
AAE0190,2010-11-12 18:25:00,logon
AAE0190,2010-11-15 08:23:00,logon
AAE0190,2010-11-15 18:14:00,logon
AAE0190,2010-11-16 08:15:00,logon
AAE0190,2010-11-16 18:25:00,logon
AAE0190,2010-11-17 08:15:00,logon
AAE0190,2010-11-17 18:09:00,logon
AAE0190,2010-11-18 08:23:00,logon
AAE0190,2010-11-18 18:23:00,logon
AAE0190,2010-11-19 08:06:00,logon
AAE0190,2010-11-19 18:14:00,logon
AAE0190,2010-11-22 08:12:00,logon
AAE0190,2010-11-22 18:13:00,logon
AAE0190,2010-11-23 08:10:00,logon
AAE0190,2010-11-23 18:27:00,logon
AAE0190,2010-11-24 08:12:00,logon
AAE0190,2010-11-24 18:16:00,logon
AAE0190,2010-11-29 08:21:00,logon
AAE0190,2010-11-29 18:09:00,logon
AAE0190,2010-11-30 08:21:00,logon
AAE0190,2010-11-30 18:10:00,logon
AAE0190,2010-12-01 08:16:00,logon
AAE0190,2010-12-01 18:12:00,logon
AAE0190,2010-12-02 08:11:00,logon
AAE0190,2010-12-02 18:11:00,logon
AAE0190,2010-12-03 08:00:00,logon
AAE0190,2010-12-03 18:19:00,logon
AAE0190,2010-12-06 08:05:00,logon
AAE0190,2010-12-06 18:23:00,logon
AAE0190,2010-12-07 08:20:00,logon
AAE0190,2010-12-07 18:07:00,logon
AAE0190,2010-12-08 08:01:00,logon
AAE0190,2010-12-08 18:26:00,logon
AAE0190,2010-12-09 08:10:00,logon
AAE0190,2010-12-09 18:28:00,logon
AAE0190,2010-12-10 08:12:00,logon
AAE0190,2010-12-10 18:17:00,logon
AAE0190,2010-12-13 08:18:00,logon
AAE0190,2010-12-13 18:25:00,logon
AAE0190,2010-12-14 08:00:00,logon
AAE0190,2010-12-14 18:28:00,logon
AAE0190,2010-12-15 08:18:00,logon
AAE0190,2010-12-15 18:10:00,logon
AAE0190,2010-12-16 08:19:00,logon
AAE0190,2010-12-16 18:09:00,logon
AAE0190,2010-12-17 08:16:00,logon
AAE0190,2010-12-17 18:13:00,logon
AAE0190,2010-12-20 08:17:00,logon
AAE0190,2010-12-20 18:25:00,logon
AAE0190,2010-12-21 08:18:00,logon
AAE0190,2010-12-21 18:11:00,logon
AAE0190,2010-12-22 08:20:00,logon
AAE0190,2010-12-22 18:10:00,logon
AAE0190,2010-12-27 08:17:00,logon
AAE0190,2010-12-27 18:14:00,logon
AAE0190,2010-12-28 08:14:00,logon
AAE0190,2010-12-28 18:25:00,logon
AAE0190,2010-12-29 08:13:00,logon
AAE0190,2010-12-29 18:07:00,logon
AAE0190,2010-12-30 08:21:00,logon
AAE0190,2010-12-30 18:14:00,logon
AAE0190,2011-01-03 08:19:00,logon
AAE0190,2011-01-03 18:19:00,logon
AAE0190,2011-01-04 08:19:00,logon
AAE0190,2011-01-04 18:08:00,logon
AAE0190,2011-01-05 08:19:00,logon
AAE0190,2011-01-05 18:09:00,logon
AAE0190,2011-01-06 08:18:00,logon
AAE0190,2011-01-06 18:08:00,logon
AAE0190,2011-01-07 08:04:00,logon
AAE0190,2011-01-07 18:21:00,logon
AAE0190,2011-01-10 08:18:00,logon
AAE0190,2011-01-10 18:10:00,logon
AAE0190,2011-01-11 08:17:00,logon
AAE0190,2011-01-11 18:13:00,logon
AAE0190,2011-01-12 08:15:00,logon
AAE0190,2011-01-12 18:15:00,logon
AAE0190,2011-01-13 08:19:00,logon
AAE0190,2011-01-13 18:15:00,logon
AAE0190,2011-01-14 08:21:00,logon
AAE0190,2011-01-14 18:07:00,logon
AAE0190,2011-01-17 08:20:00,logon
AAE0190,2011-01-17 18:09:00,logon
AAE0190,2011-01-18 08:12:00,logon
AAE0190,2011-01-18 18:17:00,logon
AAE0190,2011-01-19 08:18:00,logon
AAE0190,2011-01-19 18:13:00,logon
AAE0190,2011-01-20 08:08:00,logon
AAE0190,2011-01-20 18:18:00,logon
AAE0190,2011-01-21 08:19:00,logon
AAE0190,2011-01-21 18:14:00,logon
AAE0190,2011-01-24 08:13:00,logon
AAE0190,2011-01-24 18:20:00,logon
AAE0190,2011-01-25 08:17:00,logon
AAE0190,2011-01-25 18:13:00,logon
AAE0190,2011-01-26 08:16:00,logon
AAE0190,2011-01-26 18:09:00,logon
AAE0190,2011-01-27 08:23:00,logon
AAE0190,2011-01-27 18:11:00,logon
AAE0190,2011-01-28 08:19:00,logon
AAE0190,2011-01-28 18:14:00,logon
AAE0190,2011-01-31 08:22:00,logon
AAE0190,2011-01-31 18:14:00,logon
AAE0190,2011-02-01 08:23:00,logon
AAE0190,2011-02-01 18:27:00,logon
AAE0190,2011-02-02 08:00:00,logon
AAE0190,2011-02-02 18:25:00,logon
AAE0190,2011-02-03 08:18:00,logon
AAE0190,2011-02-03 18:09:00,logon
AAE0190,2011-02-04 08:07:00,logon
AAE0190,2011-02-04 18:26:00,logon
AAE0190,2011-02-07 08:12:00,logon
AAE0190,2011-02-07 18:26:00,logon
AAE0190,2011-02-08 08:15:00,logon
AAE0190,2011-02-08 18:21:00,logon
AAE0190,2011-02-09 08:23:00,logon
AAE0190,2011-02-09 18:08:00,logon
AAE0190,2011-02-10 08:12:00,logon
AAE0190,2011-02-10 18:20:00,logon
AAE0190,2011-02-11 08:17:00,logon
AAE0190,2011-02-11 18:08:00,logon
AAE0190,2011-02-14 08:14:00,logon
AAE0190,2011-02-14 18:20:00,logon
AAE0190,2011-02-15 08:00:00,logon
AAE0190,2011-02-15 18:17:00,logon
AAE0190,2011-02-16 08:20:00,logon
AAE0190,2011-02-16 18:15:00,logon
AAE0190,2011-02-17 08:20:00,logon
AAE0190,2011-02-17 18:08:00,logon
AAE0190,2011-02-18 08:15:00,logon
AAE0190,2011-02-18 18:30:00,logon
AAE0190,2011-02-21 08:20:00,logon
AAE0190,2011-02-21 18:24:00,logon
AAE0190,2011-02-22 08:18:00,logon
AAE0190,2011-02-22 18:14:00,logon
AAE0190,2011-02-23 08:15:00,logon
AAE0190,2011-02-23 18:22:00,logon
AAE0190,2011-02-24 08:06:00,logon
AAE0190,2011-02-24 18:27:00,logon
AAE0190,2011-02-25 08:17:00,logon
AAE0190,2011-02-25 18:11:00,logon
AAE0190,2011-02-28 08:16:00,logon
AAE0190,2011-02-28 18:09:00,logon
AAE0190,2011-03-01 08:01:00,logon
AAE0190,2011-03-01 18:10:00,logon
AAE0190,2011-03-02 08:16:00,logon
AAE0190,2011-03-02 18:15:00,logon
AAE0190,2011-03-03 08:20:00,logon
AAE0190,2011-03-03 18:14:00,logon
AAE0190,2011-03-04 08:13:00,logon
AAE0190,2011-03-04 18:25:00,logon
AAE0190,2011-03-07 08:05:00,logon
AAE0190,2011-03-07 18:24:00,logon
AAE0190,2011-03-08 08:15:00,logon
AAE0190,2011-03-08 18:09:00,logon
AAE0190,2011-03-09 08:23:00,logon
AAE0190,2011-03-09 18:07:00,logon
AAE0190,2011-03-10 08:12:00,logon
AAE0190,2011-03-10 18:15:00,logon
AAE0190,2011-03-11 08:03:00,logon
AAE0190,2011-03-11 18:17:00,logon
AAE0190,2011-03-14 08:19:00,logon
AAE0190,2011-03-14 18:07:00,logon
AAE0190,2011-03-15 08:06:00,logon
AAE0190,2011-03-15 18:17:00,logon
AAE0190,2011-03-16 08:23:00,logon
AAE0190,2011-03-16 18:07:00,logon
AAE0190,2011-03-17 08:04:00,logon
AAE0190,2011-03-17 18:20:00,logon
AAE0190,2011-03-18 08:21:00,logon
AAE0190,2011-03-18 18:17:00,logon
AAE0190,2011-03-21 08:18:00,logon
AAE0190,2011-03-21 18:07:00,logon
AAE0190,2011-03-22 08:03:00,logon
AAE0190,2011-03-22 18:24:00,logon
AAE0190,2011-03-23 08:19:00,logon
AAE0190,2011-03-23 18:11:00,logon
AAE0190,2011-03-24 08:17:00,logon
AAE0190,2011-03-24 18:15:00,logon
AAE0190,2011-03-25 08:02:00,logon
AAE0190,2011-03-25 18:23:00,logon
AAE0190,2011-03-28 08:15:00,logon
AAE0190,2011-03-28 18:15:00,logon
AAE0190,2011-03-29 08:16:00,logon
AAE0190,2011-03-29 18:16:00,logon
AAE0190,2011-03-30 08:18:00,logon
AAE0190,2011-03-30 18:19:00,logon
AAE0190,2011-03-31 08:19:00,logon
AAE0190,2011-03-31 18:10:00,logon
AAE0190,2011-04-01 08:21:00,logon
AAE0190,2011-04-01 18:13:00,logon
AAE0190,2011-04-04 08:07:00,logon
AAE0190,2011-04-04 18:13:00,logon
AAE0190,2011-04-05 08:00:00,logon
